ID;in_degree;out_degree;betweenness;closeness;eigenvector;clustering_coeff;pagerank;hubs;authorities;max_clique;cliques_count;overtime;work_at_weekend
39;0.5642857142857143;0.5499999999999999;0.003956834532374101;11.864714032665017;0.08761183660760581;0.007458305074316189;0.016188598506943187;0.008986383250995341;0.05459707166722021;23;1991;50;0
81;0.2571428571428571;0.2642857142857143;0.0;11.971379186500792;0.08755686969538418;0.00908167016734033;0.006847738236372811;0.008861299154917287;0.006520024697530615;19;177;3;0
112;0.3071428571428571;0.3357142857142857;0.0;11.90092005356033;0.08737144458015238;0.007974789834780819;0.0070448629852067285;0.017751605936692567;0.008072039665813466;21;227;72;0
60;0.37857142857142856;0.2928571428571429;0.0006166495375128469;11.969558179374372;0.08748820587664967;0.006805888691587442;0.007011136645258865;0.003933662902832018;0.006784060339370263;20;430;0;0
57;0.3642857142857143;0.3071428571428571;0.0;11.96244194083397;0.08742910121169481;0.007437099199309967;0.007096399165545985;0.003741425746509698;0.005484454209037468;21;642;0;0
94;0.5214285714285715;0.4714285714285714;0.0;11.991464236253998;0.08736497428610658;0.00498572619075573;0.006166153006056765;0.004390253566323728;0.008160785123007618;21;1535;0;0
77;0.2857142857142857;0.2857142857142857;0.0;11.960070610654235;0.08748665908450129;0.012014908643691627;0.008329325027090129;0.005447178025334345;0.01022048252401349;19;372;0;0
162;0.22857142857142854;0.22142857142857145;0.0;12.002410547011511;0.08754676756260794;0.009004166935380916;0.004486813836486185;0.0040348435023884535;0.003441978601266294;18;75;32;0
33;0.35;0.3214285714285714;0.023432682425488183;12.0148899063468;0.08740226606667108;0.006921840780015728;0.008147249054931393;0.005750137028638927;0.01004857231071202;22;471;0;0
152;0.4571428571428571;0.4642857142857143;0.003494347379239465;11.909800300020695;0.08703743632156549;0.008762692383090466;0.012946591502017732;0.008832724274179506;0.01196936205092752;23;1325;26;17
142;0.12857142857142856;0.10714285714285714;0.0;11.977680918613029;0.08533428637330269;0.007665665801567644;0.0021690100427877194;0.0048578640889643575;0.0011045116372736968;14;11;0;0
117;0.4642857142857143;0.4571428571428571;0.00447070914696814;11.995484740464216;0.08735418086633036;0.006570486509204435;0.010862236070004829;0.003651847671730076;0.012726869406083884;21;1014;3;0
30;0.3142857142857143;0.3214285714285714;0.0;11.968580653320274;0.08755551611757924;0.007992716076136715;0.00554005337141832;0.007095263753805038;0.004037223815319958;19;447;8;0
150;0.3428571428571429;0.3428571428571429;0.0;11.99830476599843;0.08757334387101055;0.0056296674055103845;0.004082216329118735;0.0045292633155236475;0.002852009658618767;19;542;0;0
135;0.4071428571428571;0.4142857142857143;0.010637204522096608;11.978210329909475;0.08760798429763977;0.007407023784604024;0.00752973788118978;0.00578204793274101;0.007828200354294176;21;1030;0;0
65;0.3428571428571429;0.3214285714285714;0.0004110996916752313;11.959785735568126;0.08768628490506591;0.007969243874004807;0.008027068145314358;0.0046108779944815355;0.005725492023280478;21;236;0;0
91;0.2357142857142857;0.2;0.0;12.006062474840329;0.0874602602643816;0.007896009765697936;0.0028902189295219624;0.004716445204922807;0.0015876948835077775;16;80;0;0
73;0.7785714285714286;0.8857142857142857;0.05421377183967112;12.064832153995011;0.0869327871390346;0.002746900053283316;0.008438980603247099;0.02133900709085844;0.010479436643871451;23;7030;2;0
66;0.2857142857142857;0.1357142857142857;0.006680369989722508;11.994245466956587;0.08600608526040868;0.006138047457180128;0.005507209995270343;0.0065538828178945295;0.006745401437403131;17;229;0;0
89;0.7785714285714286;0.9142857142857144;0.0007708119218910588;12.063914313365427;0.08455823450004515;0.0026010369674248877;0.006154505232838962;0.005757006840315103;0.008752230808795732;23;6926;2;0
130;0.37857142857142856;0.9214285714285714;0.030267214799588906;11.948482195943836;0.08576224233654338;0.00239363845153256;0.00937497418692042;0.006103697856233764;0.014875557575939204;23;7038;35;0
143;0.3142857142857143;0.3142857142857143;0.0;11.95973851795515;0.08750236282705963;0.009258055597527265;0.006474677000235381;0.006659106103939607;0.0074706505006925964;20;326;0;0
141;0.4;0.3071428571428571;0.0014388489208633096;11.923269097212286;0.0876960939880105;0.009184407274682591;0.016713915708226838;0.008019847266070756;0.020875123401190496;23;336;57;0
144;0.17857142857142858;0.14285714285714285;0.0;11.98781660416589;0.08762246308539694;0.011207573660933796;0.002921921912181964;0.016438125392161385;0.0014170246890368758;19;36;0;0
47;0.5214285714285715;0.5785714285714285;0.025282631038026717;11.975669643783428;0.08753887173818999;0.005719848540299391;0.010801335301347444;0.004596884432510443;0.009121719530394598;23;2513;0;0
82;0.3428571428571429;0.32857142857142857;0.0031860226104830427;12.004369104758215;0.08750475409036858;0.007823082937712245;0.008300689148887899;0.003971436920657107;0.005745705481292236;21;483;0;0
78;0.42857142857142855;0.42857142857142855;0.0002569373072970196;11.966805640451307;0.08739633820645341;0.006929949913143135;0.006497615897978494;0.004718174089914963;0.005432497048072275;23;958;7;0
45;0.8285714285714285;0.9142857142857144;0.051541623843782115;12.001880835486832;0.08636633224239942;0.0035374035225514532;0.01077129809265796;0.004067278622265371;0.017907312327747404;23;7021;0;0
108;0.5;0.5571428571428572;0.0;12.006804478343135;0.08394325711310896;0.004022757508765271;0.003424672638673881;0.0042703831431557685;0.006234939102089568;20;968;0;0
132;0.4571428571428571;0.8857142857142857;0.060431654676259;11.949835705273138;0.08719974331804206;0.002575681825650591;0.01142488276539969;0.00805711660058866;0.022938948172042287;23;7032;4;0
102;0.3857142857142857;0.35;0.0009249743062692703;11.917839855024633;0.08761134135668938;0.008128110255924529;0.009747625529205854;0.009152934359408348;0.010393178147438087;22;482;0;0
44;0.22142857142857145;0.20714285714285716;0.0;11.91637094752827;0.08758318797135042;0.0077804085424611966;0.002922247606455219;0.01143103624669124;0.0014498050373943216;18;103;0;0
166;0.6142857142857142;0.5642857142857143;0.08386433710174718;11.963882766158216;0.08751780394554189;0.00605899889732119;0.03184562982551172;0.007996895249496294;0.0528280803436764;23;2096;11;2
123;0.2;0.17857142857142858;0.0;11.96394349654564;0.08761476337048994;0.013562380284954871;0.004393333619628693;0.026020484021842056;0.002664151183674649;17;78;0;0
84;0.2;0.18571428571428567;0.0;11.982428572325189;0.08750946920655357;0.010045389353570373;0.005435547295133549;0.0221128773062835;0.0027711036869620675;16;60;0;0
107;0.37857142857142856;0.37142857142857133;0.013001027749229191;11.924262677651665;0.08752145343973051;0.007000557577517529;0.013651794558707265;0.011923465466779684;0.02269037640983392;23;377;4;0
35;0.3428571428571429;0.3142857142857143;0.01248715313463515;11.964898967737485;0.08778315080122441;0.008044050089136041;0.015832099702346038;0.004713207689271173;0.013806243544132346;17;214;11;0
116;0.18571428571428567;0.16428571428571428;0.0;12.006920334241574;0.08758466341535755;0.009847115065615818;0.002522117316111734;0.014523669664803444;0.0012731478542018098;17;66;1;0
83;0.4928571428571428;0.4785714285714285;0.00811921891058582;11.937065983882961;0.08779515947043283;0.006205865160447218;0.013522326602257384;0.0049622175407711;0.01102743961628367;23;1350;0;0
95;0.35;0.32857142857142857;0.0;11.922773043298635;0.08745801684395528;0.00731944411537199;0.008894821238960158;0.008837202491233227;0.019232053982155762;20;330;37;0
64;0.3642857142857143;0.32857142857142857;0.0011819116135662901;11.971672837315914;0.08756335851128551;0.007992574961277421;0.009967447381514505;0.004040956429262927;0.007274039937759357;20;678;0;0
118;0.3357142857142857;0.3928571428571429;0.029907502569373075;11.930522839174149;0.08773283676157287;0.006375004638489642;0.006581643145875346;0.004168256517337777;0.0038702787663576353;22;791;0;0
147;0.17142857142857146;0.17857142857142858;0.0;12.000735502096493;0.08733316949587043;0.011233356493930351;0.0021665844189382426;0.005284045512497396;0.0012504559248049214;17;39;3;0
127;0.2;0.17142857142857146;0.0;12.002519056964312;0.08789876859233595;0.010564600721788426;0.007870309061626876;0.004289707601118266;0.0034193282551954387;16;63;0;0
137;0.3214285714285714;0.2642857142857143;0.0;12.0150853747052;0.08747761450548691;0.008480788128029092;0.0040467303097671495;0.010634309137742022;0.0035767152273480773;21;319;0;0
126;0.3428571428571429;0.3428571428571429;0.0002569373072970196;12.007549407101498;0.08698310120246168;0.006828722596269085;0.006175059363976988;0.005127044671920103;0.005436015152258085;21;375;0;0
27;0.2642857142857143;0.22142857142857145;0.0;11.969218638518274;0.08756729155532332;0.009700644057066872;0.004546850765072327;0.0043357718761700345;0.0030868406737650732;21;116;0;0
80;0.3214285714285714;0.3214285714285714;0.00030832476875642344;11.907527208481653;0.08768791719896864;0.007961085411081445;0.009774124398283951;0.0055630789300980706;0.005092889840203454;20;485;0;0
69;0.4071428571428571;0.3642857142857143;0.00827338129496403;11.95079126240794;0.08768976844101324;0.009730039774422723;0.017271722518944838;0.014792759273762685;0.013360658216520221;23;739;0;0
86;0.3071428571428571;0.3357142857142857;0.019013360739979446;11.995345475969494;0.08775055346655261;0.008346068196529853;0.010641845900942087;0.011609740586594494;0.006646958384924501;23;514;17;15
36;0.4071428571428571;0.4357142857142857;0.018550873586844808;11.868068159442162;0.08760387243753574;0.007411020816686189;0.01203451099167695;0.010798483689388409;0.013621701462453251;23;1567;14;0
85;0.4071428571428571;0.4785714285714285;0.006731757451181912;11.903692019724215;0.0876964167213724;0.0064425194822817005;0.013187723550889851;0.007030147250892737;0.009536598290111624;23;1806;11;1
55;0.42857142857142855;0.4142857142857143;0.009815005138746145;11.937366295153591;0.0876051373164851;0.006753334265233765;0.010807948019768093;0.009249511053265632;0.010141312364854143;21;970;0;0
18;0.2928571428571429;0.3642857142857143;0.03484069886947585;11.979672617964386;0.08779362405863587;0.004534979074767224;0.004610746640658661;0.004041605368525968;0.002492560331674385;18;520;0;0
163;0.3357142857142857;0.3;0.0002569373072970196;11.923165046711073;0.08778474404947369;0.008366254449509766;0.007721629043419594;0.0041960647835986185;0.004618627519313739;22;758;5;0
110;0.2928571428571429;0.2714285714285714;0.006628982528263104;11.948578264716387;0.08749198802172621;0.009072649358350622;0.007220875800002706;0.005252038207342756;0.0038561670752372827;18;213;0;0
14;0.32857142857142857;0.2928571428571429;0.0014388489208633096;11.954553494783232;0.0877617719415308;0.007158257184032546;0.0067451185497623325;0.00475375116321919;0.00381889744373306;20;480;0;0
54;0.3357142857142857;0.3071428571428571;0.009095580678314492;11.948807648366984;0.08760770071780706;0.008256206087766184;0.009510789560384359;0.015633546465338554;0.006436450285621958;21;470;0;0
128;0.3214285714285714;0.3357142857142857;0.017985611510791366;11.943875418950366;0.08766896410288429;0.007908390951872814;0.012167935392940577;0.01031171379840296;0.007664111638104337;23;265;2;0
153;0.2785714285714286;0.3142857142857143;0.00827338129496403;11.987050319507574;0.087691753649165;0.008891110920041531;0.00429003740497741;0.008166534031436143;0.0025827113074485893;22;571;33;2
113;0.2785714285714286;0.22142857142857145;0.0;11.98379325051198;0.08760371499536232;0.007831433393576956;0.004391927104284124;0.0033076996599614122;0.0027954987188062988;20;137;0;0
121;0.4142857142857143;0.37142857142857133;0.0001027749229188078;11.982853990309147;0.08765287617476296;0.008531441618056175;0.008767934043173085;0.0054320588125117975;0.008065583200724055;23;839;3;5
3;0.35714285714285715;0.2928571428571429;0.0;11.953763648599827;0.0875648567156137;0.008478208147363992;0.006819909917898439;0.007550017355832939;0.00595670248975199;23;458;0;0
58;0.2714285714285714;0.25;0.0;11.974808887358403;0.08760125700418238;0.010392648323890693;0.004701965492638185;0.005436027735329314;0.0059640625442002205;18;193;0;0
119;0.3928571428571429;0.37857142857142856;0.00015416238437821172;11.954764038862018;0.08750218116609831;0.007566293529749265;0.009432561489466595;0.004300242913986481;0.007884012984713478;21;706;3;0
8;0.3857142857142857;0.4428571428571429;0.012332990750256937;11.948837138124356;0.08765826694051945;0.006810961489060476;0.011143386342020386;0.008345878989703414;0.014305868389656374;23;1020;14;1
155;0.3214285714285714;0.2857142857142857;0.00030832476875642344;11.97627078578275;0.08767273832747823;0.008048976785614998;0.007603081421168655;0.01972299749704941;0.0052083397477836295;23;476;24;0
103;0.3857142857142857;0.4714285714285714;0.015159301130524152;11.945655243774615;0.0875898498328966;0.006017350180308939;0.013169868813795864;0.008205523436962191;0.009370822204747845;23;1361;9;0
151;0.22857142857142854;0.25;0.0;11.993096888709779;0.08727119417686427;0.00886924971770075;0.001887015146144969;0.003406078406883119;0.0008142159048369099;19;213;2;0
13;0.2928571428571429;0.3;0.004933196300102775;11.9238643106487;0.08782281053716058;0.006448469724588048;0.007445963579838919;0.0053705745162243215;0.003698847341160125;20;223;0;0
67;0.2642857142857143;0.2357142857142857;0.0;11.911398364638902;0.08764717994884944;0.010759013375290108;0.003811384207206771;0.003759991450942828;0.002664835749654473;20;214;0;0
156;0.4928571428571428;0.4857142857142857;0.00020554984583761565;11.923598975976127;0.08761835667082178;0.0070480220843533205;0.006322789237098941;0.005498442405037989;0.005561154033572116;23;1719;51;0
104;0.12857142857142856;0.11428571428571427;0.0;12.017455395779916;0.08743778595451451;0.01807849834940856;0.0016805277168936345;0.005759672427466649;0.0006516558825203633;14;16;0;0
56;0.37142857142857133;0.32857142857142857;0.0;11.96966972151746;0.0872584078386278;0.00823594917763016;0.006153756531463543;0.007515243098871555;0.005464849001538997;21;707;0;0
52;0.4785714285714285;0.4928571428571428;0.042189105858170615;11.935096000840016;0.08758151346729605;0.0057567312774113935;0.018429347693797702;0.004034593986288896;0.01565155318993876;22;1791;6;0
98;0.3428571428571429;0.3;0.0013360739979445015;11.954238854306984;0.08759570858839162;0.009413831175206923;0.00892381213057421;0.0029583404380805955;0.007365272319337872;21;589;1;0
74;0.15714285714285714;0.1357142857142857;0.006320657759506679;11.98748721998479;0.08791740893667226;0.01012162885301525;0.012785646859528828;0.004642922957836005;0.006310275066102021;14;27;33;0
72;0.3428571428571429;0.3142857142857143;0.0;11.995450184212165;0.08713931121716212;0.009564631323990613;0.0049315906570531155;0.003217084563410113;0.004402169221944264;21;389;0;0
140;0.12857142857142856;0.11428571428571427;0.0;11.993836386909301;0.08762381289489067;0.01654877957975915;0.002284316110858763;0.01771619760710981;0.003407517195397885;15;14;12;0
145;0.2714285714285714;0.25;0.0;12.034029547181175;0.08740588148664408;0.0111322637563629;0.0017860690197470726;0.005026598958405189;0.0006999573810828483;20;147;0;0
50;0.25;0.25;0.0;11.901373236326215;0.08724765638785667;0.01222766997303397;0.0059744967779847774;0.00825712666990967;0.007648188784859716;20;65;2;0
92;0.17142857142857146;0.1357142857142857;0.0;11.951563881703825;0.08695336359245219;0.01117026295877564;0.004979101974492854;0.003225539007488511;0.007480446812691498;16;34;0;0
61;0.37857142857142856;0.3428571428571429;0.006680369989722508;11.956659034537212;0.08762914397491654;0.007872457858168027;0.005766595797463165;0.0042355526645384105;0.007426097180600375;21;595;1;0
165;0.2;0.17142857142857146;0.0;12.003213536837597;0.08718084899779706;0.009658453176167404;0.0038141943125548383;0.004262462229546406;0.0027193047422827874;16;39;0;0
88;0.18571428571428567;0.18571428571428567;0.0;11.971664032142339;0.08652179189328374;0.010830358812010905;0.005972009355540761;0.0027766868719408164;0.006721973646648854;16;32;0;0
16;0.15;0.1357142857142857;0.0;12.020594232706282;0.08751689655767786;0.013816639865514672;0.00248562185561087;0.01732791147494027;0.002480003987686832;15;33;35;0
157;0.1;0.07142857142857142;0.0;11.985214222339186;0.08752371255265085;0.018547476630446702;0.002003203925201082;0.018282255681330174;0.0008857394403820754;14;3;40;0
28;0.16428571428571428;0.15714285714285714;0.0;11.994245286999336;0.08747155609535999;0.014701331350082912;0.0022073361179191665;0.0112295583600055;0.0010761476620202153;17;40;3;0
22;0.4142857142857143;0.42857142857142855;0.0;11.975039720810885;0.08715372787212994;0.007393520264086773;0.0042184234655664715;0.004814067480657878;0.0028359032355031073;21;1538;0;0
164;0.21428571428571427;0.8857142857142857;0.0;12.008079880521471;0.08529418180550663;0.00348557909720501;0.0019777927597977854;0.00592013483081295;0.0010029481032053985;23;7030;0;0
101;0.6571428571428571;0.7285714285714285;0.00030832476875642344;12.031921514734115;0.08761309007229336;0.0037664026467017424;0.00559957146756297;0.004159200685104785;0.0076916854793835;23;5050;1;0
154;0.3428571428571429;0.2642857142857143;0.0;11.987884619998336;0.087776397876366;0.00854252694667953;0.0070957060282578685;0.00468648362724737;0.003619278732319118;22;512;0;0
109;0.12142857142857146;0.08571428571428573;0.0;12.032064310783493;0.08715218019100579;0.020887815402368157;0.0014471979448028758;0.00438652560987098;0.00027425332835947814;16;4;0;0
15;0.10714285714285714;0.08571428571428573;0.0;12.008442978357373;0.08735244769009545;0.020138617487467054;0.00172204909442866;0.005578928594790156;0.00044309454279521643;14;3;0;0
124;0.07857142857142857;0.042857142857142864;0.0;11.998836442375671;0.08740277345554555;0.019749475680190757;0.0018428630027281922;0.005363557747549568;0.00044159713619911726;12;2;0;0
125;0.12857142857142856;0.12142857142857146;0.0;11.970636897450913;0.08738414654169918;0.015191161380017856;0.0028993253722479763;0.006049687890714644;0.0014291897692837556;15;9;0;0
134;0.1;0.07142857142857142;0.006680369989722508;12.141419594390836;0.08716821146144865;0.02258703064968506;0.002328376697874743;0.006890686074512768;0.0004670160410966398;12;4;0;0
63;0.17857142857142858;0.15;0.0;11.950414409666829;0.0875568831642156;0.014876781808710191;0.0028729660888426947;0.0042980315913931115;0.0012088402173183446;18;40;0;0
149;0.17142857142857146;0.14285714285714285;0.0;11.998593985338928;0.08740790612901797;0.015718047490997426;0.002280343639241433;0.013775942343088456;0.0008040014795147469;19;12;2;0
115;0.1;0.07857142857142857;0.0;12.014316143591227;0.0872139213206065;0.02469693111487145;0.001424077735724671;0.024082411240119474;0.0002330328672725733;12;6;0;0
12;0.06428571428571428;0.03571428571428571;0.0;12.202203203175035;0.08669204092076327;0.02810172921512091;0.00124595699894848;0.007495857115164581;0.00014189975009324654;10;1;0;0
68;0.021428571428571432;0.0071428571428571435;0.0;13.148297626578762;0.08737587820586934;0.026260975828729462;0.0011749543243466526;0.016588949020132256;2.8042762811161933e-05;5;1;19;8
96;0.0;0.028571428571428567;0.0;0.0;0.08728920375881623;0.025458459932914814;0.0011394629242093474;0.009832899989412959;0.0;4;2;34;14
99;0.0;0.014285714285714284;0.0;0.0;0.08755762449680934;0.0;0.0011394629242093474;0.008416016711509277;0.0;2;2;34;15
122;0.0;0.0071428571428571435;0.0;0.0;0.08727046453631163;0.0;0.0011394629242093474;0.00020606442790047425;0.0;2;1;31;13
114;0.0;0.0071428571428571435;0.0;0.0;0.08772997169480437;0.0;0.0011394629242093474;0.003276663609798973;0.0;2;1;25;8
70;0.0;0.0071428571428571435;0.0;0.0;0.08586676272396547;0.0;0.0011394629242093474;0.006563635917919493;0.0;2;1;23;16
5;0.0;0.0071428571428571435;0.0;0.0;0.08770261642899142;0.0;0.0011394629242093474;0.0060103890913473824;0.0;2;1;31;11
9;0.0;0.0071428571428571435;0.0;0.0;0.08775820748048035;0.0;0.0011394629242093474;0.0063122683717924035;0.0;2;1;20;11
42;0.15;0.10714285714285714;0.0;12.006548109145731;0.08666790122853195;0.015149616480947287;0.0017516920736204455;0.004145352683879936;0.0007165659482917474;14;14;0;0
40;0.0;0.0071428571428571435;0.0;0.0;0.08611627048256529;0.0;0.0011394629242093474;0.0029763159417256074;0.0;2;1;19;7
34;0.19285714285714284;0.21428571428571427;0.0;12.00834561605626;0.08755365968400372;0.012623331801689041;0.0018953722373732573;0.003681664348761226;0.0006833453073865253;20;109;0;0
76;0.0;0.0071428571428571435;0.0;0.0;0.08750402608785847;0.0;0.0011394629242093474;0.004433794821182482;0.0;2;1;7;0
131;0.0;0.0071428571428571435;0.0;0.0;0.0876210799097153;0.0;0.0011394629242093474;0.010011817629988677;0.0;2;1;6;1
