EventDate;Sender;Recipient
1999-06-24 10:00:00;114;107
1999-06-24 10:00:00;114;107
1999-06-24 10:00:00;114;107
1999-06-24 10:00:00;114;107
1999-06-24 11:18:00;114;107
1999-06-24 11:18:00;114;107
1999-06-24 11:18:00;114;107
1999-06-24 11:18:00;114;107
1999-06-24 14:16:00;114;107
1999-06-24 14:16:00;114;107
1999-06-25 06:27:00;37;107
1999-06-25 06:27:00;37;107
1999-06-29 11:00:00;114;107
1999-06-29 11:00:00;114;107
1999-06-29 11:00:00;114;107
1999-06-29 11:00:00;114;107
1999-07-05 15:23:00;107;114
1999-07-05 15:23:00;107;114
1999-07-06 06:04:00;160;22
1999-07-07 08:48:00;107;114
1999-07-07 08:48:00;107;114
1999-07-07 12:23:00;12;51
1999-07-07 12:23:00;12;51
1999-07-07 14:08:00;12;37
1999-07-08 11:32:00;107;51
1999-07-08 11:32:00;107;51
1999-07-08 11:32:00;107;114
1999-07-08 11:32:00;107;114
1999-07-09 10:15:00;12;37
1999-07-09 10:15:00;12;37
1999-07-09 11:43:00;160;22
1999-07-13 11:10:00;38;12
1999-07-13 11:10:00;38;12
1999-07-14 12:37:00;114;107
1999-07-14 12:37:00;114;107
1999-07-15 06:54:00;114;107
1999-07-15 06:54:00;114;107
1999-07-19 05:21:00;107;114
1999-07-19 05:21:00;107;114
1999-07-19 05:21:00;107;114
1999-07-19 05:21:00;107;114
1999-07-20 05:29:00;38;37
1999-07-20 05:29:00;38;37
1999-07-20 07:21:00;38;96
1999-07-20 07:21:00;38;96
1999-07-20 07:44:00;107;114
1999-07-20 07:44:00;107;114
1999-07-20 07:44:00;107;114
1999-07-20 07:44:00;107;114
1999-07-20 11:32:00;107;114
1999-07-20 11:32:00;107;114
1999-07-20 14:06:00;38;96
1999-07-20 14:06:00;38;96
1999-07-21 10:35:00;114;107
1999-07-21 10:35:00;114;107
1999-07-21 10:35:00;114;107
1999-07-21 10:35:00;114;107
1999-07-22 07:27:00;107;114
1999-07-22 07:27:00;107;114
1999-07-22 08:28:00;114;65
1999-07-22 08:28:00;114;65
1999-07-23 06:06:00;107;114
1999-07-23 06:06:00;107;114
1999-07-23 11:38:00;107;51
1999-07-23 11:38:00;107;51
1999-07-23 11:38:00;107;51
1999-07-23 11:38:00;107;51
1999-07-23 11:38:00;107;114
1999-07-23 11:38:00;107;114
1999-07-27 20:17:00;107;114
1999-07-27 20:17:00;107;114
1999-07-27 20:17:00;107;114
1999-07-27 20:17:00;107;114
1999-07-28 22:09:00;107;114
1999-07-28 22:09:00;107;114
1999-07-28 22:09:00;107;114
1999-07-28 22:09:00;107;114
1999-07-29 09:49:00;114;38
1999-07-29 09:49:00;114;38
1999-07-29 09:49:00;114;65
1999-07-29 09:49:00;114;65
1999-07-29 09:49:00;114;160
1999-07-29 09:49:00;114;160
1999-07-29 13:44:00;160;65
1999-07-29 13:44:00;160;65
1999-07-29 13:44:00;160;65
1999-07-29 13:44:00;160;65
1999-07-29 13:44:00;160;114
1999-07-29 13:44:00;160;114
1999-07-29 14:41:00;114;65
1999-07-29 14:41:00;114;65
1999-07-30 07:12:00;114;107
1999-07-30 07:12:00;114;107
1999-07-30 07:20:00;114;38
1999-07-30 07:20:00;114;38
1999-07-30 07:20:00;114;65
1999-07-30 07:20:00;114;65
1999-07-30 07:20:00;114;160
1999-07-30 07:20:00;114;160
1999-07-30 13:59:00;17;22
1999-07-30 13:59:00;17;22
1999-07-30 14:54:00;114;107
1999-07-30 14:54:00;114;107
1999-08-02 04:52:00;114;107
1999-08-02 04:52:00;114;107
1999-08-02 11:20:00;114;38
1999-08-02 11:20:00;114;38
1999-08-02 11:20:00;114;65
1999-08-02 11:20:00;114;65
1999-08-02 11:20:00;114;160
1999-08-02 11:20:00;114;160
1999-08-04 12:01:00;17;22
1999-08-04 12:01:00;17;22
1999-08-04 12:01:00;17;26
1999-08-05 10:01:00;38;65
1999-08-05 10:01:00;38;65
1999-08-05 10:01:00;38;65
1999-08-05 10:01:00;38;65
1999-08-05 10:01:00;38;96
1999-08-05 10:01:00;38;96
1999-08-10 06:35:00;107;114
1999-08-10 06:35:00;107;114
1999-08-10 10:40:00;65;22
1999-08-13 05:20:00;107;114
1999-08-13 05:20:00;107;114
1999-08-13 05:20:00;107;114
1999-08-13 05:20:00;107;114
1999-08-13 08:40:00;114;38
1999-08-13 08:40:00;114;38
1999-08-13 08:40:00;114;65
1999-08-13 08:40:00;114;65
1999-08-13 08:40:00;114;107
1999-08-13 08:40:00;114;107
1999-08-13 08:40:00;114;107
1999-08-13 08:40:00;114;107
1999-08-13 08:40:00;114;160
1999-08-13 08:40:00;114;160
1999-08-13 11:49:00;65;22
1999-08-13 13:58:00;114;107
1999-08-13 13:58:00;114;107
1999-08-15 14:55:00;114;107
1999-08-15 14:55:00;114;107
1999-08-16 09:10:00;114;107
1999-08-16 09:10:00;114;107
1999-08-16 09:56:00;114;160
1999-08-16 09:56:00;114;160
1999-08-16 12:33:00;38;37
1999-08-16 12:33:00;38;37
1999-08-19 13:44:00;38;65
1999-08-19 13:44:00;38;65
1999-08-19 13:44:00;38;37
1999-08-19 13:44:00;38;37
1999-08-19 13:44:00;38;12
1999-08-19 13:44:00;38;12
1999-08-23 06:29:00;114;37
1999-08-23 06:29:00;114;37
1999-08-23 06:29:00;114;37
1999-08-23 06:29:00;114;37
1999-08-23 07:08:00;114;107
1999-08-23 07:08:00;114;107
1999-08-23 08:27:00;65;22
1999-08-24 14:46:00;37;38
1999-08-24 14:46:00;37;38
1999-08-24 21:49:00;107;114
1999-08-24 21:49:00;107;114
1999-08-30 10:46:00;22;65
1999-08-30 10:46:00;22;65
1999-09-01 04:56:00;22;65
1999-09-01 04:56:00;22;65
1999-09-01 04:56:00;22;65
1999-09-01 04:56:00;22;65
1999-09-08 16:59:00;12;37
1999-09-08 16:59:00;12;37
1999-09-09 08:12:00;95;12
1999-09-10 02:47:00;107;114
1999-09-10 02:47:00;107;114
1999-09-14 08:44:00;38;114
1999-09-14 08:44:00;38;114
1999-09-14 11:47:00;114;22
1999-09-14 11:47:00;114;22
1999-09-14 11:47:00;114;38
1999-09-14 11:47:00;114;38
1999-09-14 11:47:00;114;65
1999-09-14 11:47:00;114;65
1999-09-14 11:47:00;114;160
1999-09-14 11:47:00;114;160
1999-09-20 05:44:00;38;114
1999-09-20 05:44:00;38;114
1999-09-21 12:42:00;37;65
1999-09-21 12:42:00;37;65
1999-09-22 13:51:00;114;38
1999-09-22 13:51:00;114;38
1999-09-24 08:57:00;95;27
1999-09-24 08:57:00;95;12
1999-09-24 13:20:00;37;160
1999-09-24 13:20:00;37;160
1999-09-27 07:05:00;114;107
1999-09-27 07:05:00;114;107
1999-09-27 07:05:00;114;107
1999-09-27 07:05:00;114;107
1999-09-27 07:47:00;38;65
1999-09-27 07:47:00;38;65
1999-09-27 07:47:00;38;65
1999-09-27 07:47:00;38;65
1999-09-27 07:47:00;38;37
1999-09-27 07:47:00;38;37
1999-09-27 17:07:00;114;38
1999-09-27 17:07:00;114;38
1999-09-27 17:07:00;114;38
1999-09-27 17:07:00;114;38
1999-09-28 02:42:00;146;34
1999-09-28 02:42:00;146;34
1999-09-28 02:42:00;146;34
1999-09-28 02:42:00;146;34
1999-09-28 02:42:00;146;34
1999-09-28 02:42:00;146;34
1999-09-28 02:42:00;146;34
1999-09-28 02:42:00;146;34
1999-09-28 02:42:00;146;34
1999-09-28 02:42:00;146;34
1999-09-28 02:42:00;146;73
1999-09-28 02:42:00;146;73
1999-09-28 02:42:00;146;73
1999-09-28 02:42:00;146;73
1999-09-28 02:42:00;146;73
1999-09-28 02:42:00;146;73
1999-09-28 02:42:00;146;73
1999-09-28 02:42:00;146;73
1999-09-28 02:42:00;146;73
1999-09-28 02:42:00;146;73
1999-09-28 07:05:00;114;65
1999-09-28 07:05:00;114;65
1999-09-28 07:05:00;114;65
1999-09-28 07:05:00;114;65
1999-09-28 07:05:00;114;160
1999-09-28 07:05:00;114;160
1999-09-28 13:59:00;114;107
1999-09-28 13:59:00;114;107
1999-09-30 12:15:00;38;65
1999-09-30 12:15:00;38;65
1999-09-30 12:15:00;38;37
1999-09-30 12:15:00;38;37
1999-09-30 12:15:00;38;114
1999-09-30 12:15:00;38;114
1999-10-04 15:30:00;114;107
1999-10-04 15:30:00;114;107
1999-10-04 15:30:00;114;107
1999-10-04 15:30:00;114;107
1999-10-05 06:43:00;37;38
1999-10-05 06:43:00;37;38
1999-10-05 06:43:00;37;65
1999-10-05 06:43:00;37;65
1999-10-05 06:43:00;37;114
1999-10-05 06:43:00;37;114
1999-10-05 06:45:00;114;38
1999-10-05 06:45:00;114;38
1999-10-05 06:45:00;114;38
1999-10-05 06:45:00;114;38
1999-10-05 06:58:00;95;12
1999-10-05 06:58:00;95;12
1999-10-06 05:56:00;12;51
1999-10-06 05:56:00;12;51
1999-10-06 05:56:00;12;51
1999-10-06 05:56:00;12;51
1999-10-06 05:56:00;12;37
1999-10-06 05:56:00;12;37
1999-10-06 05:56:00;12;37
1999-10-06 05:56:00;12;37
1999-10-06 10:44:00;73;63
1999-10-06 10:44:00;73;63
1999-10-06 10:44:00;73;146
1999-10-06 10:44:00;73;146
1999-10-06 10:44:00;73;146
1999-10-06 10:44:00;73;146
1999-10-06 17:46:00;107;114
1999-10-06 17:46:00;107;114
1999-10-07 12:00:00;114;38
1999-10-07 12:00:00;114;38
1999-10-07 15:12:00;114;107
1999-10-07 15:12:00;114;107
1999-10-11 08:35:00;38;65
1999-10-11 08:35:00;38;65
1999-10-11 08:35:00;38;37
1999-10-11 08:35:00;38;37
1999-10-11 08:35:00;38;37
1999-10-11 08:35:00;38;37
1999-10-11 14:13:00;107;114
1999-10-11 14:13:00;107;114
1999-10-11 14:13:00;107;114
1999-10-11 14:13:00;107;114
1999-10-13 11:25:00;114;65
1999-10-13 11:25:00;114;65
1999-10-15 10:41:00;95;12
1999-10-15 10:41:00;95;12
1999-10-18 05:47:00;73;67
1999-10-18 05:47:00;73;67
1999-10-18 05:47:00;73;67
1999-10-18 05:47:00;73;94
1999-10-18 05:47:00;73;94
1999-10-18 05:47:00;73;94
1999-10-18 12:53:00;160;65
1999-10-18 12:53:00;160;65
1999-10-18 12:53:00;160;65
1999-10-18 12:53:00;160;65
1999-10-18 12:53:00;160;114
1999-10-18 12:53:00;160;114
1999-10-18 12:53:00;160;114
1999-10-18 12:53:00;160;114
1999-10-18 13:01:00;65;114
1999-10-18 13:01:00;65;114
1999-10-18 13:01:00;65;114
1999-10-18 13:01:00;65;114
1999-10-18 13:01:00;65;160
1999-10-18 13:01:00;65;160
1999-10-22 17:24:00;114;107
1999-10-22 17:24:00;114;107
1999-10-22 17:24:00;114;107
1999-10-22 17:24:00;114;107
1999-10-22 19:58:00;107;114
1999-10-22 19:58:00;107;114
1999-10-22 19:58:00;107;114
1999-10-22 19:58:00;107;114
1999-10-23 12:30:00;114;65
1999-10-23 12:30:00;114;65
1999-10-25 10:42:00;114;160
1999-10-25 10:42:00;114;160
1999-10-26 13:56:00;114;65
1999-10-26 13:56:00;114;65
1999-10-27 11:30:00;114;22
1999-10-27 11:30:00;114;22
1999-10-27 11:30:00;114;38
1999-10-27 11:30:00;114;38
1999-10-27 11:30:00;114;65
1999-10-27 11:30:00;114;65
1999-10-27 11:30:00;114;37
1999-10-27 11:30:00;114;37
1999-10-27 11:30:00;114;12
1999-10-27 11:30:00;114;12
1999-10-27 11:30:00;114;160
1999-10-27 11:30:00;114;160
1999-10-28 07:08:00;63;34
1999-10-28 07:08:00;63;34
1999-10-28 07:08:00;63;146
1999-10-28 07:08:00;63;146
1999-11-02 13:25:00;37;38
1999-11-02 13:25:00;37;38
1999-11-02 13:25:00;37;12
1999-11-02 13:25:00;37;12
1999-11-02 13:25:00;37;73
1999-11-02 13:25:00;37;73
1999-11-03 08:21:00;114;107
1999-11-03 08:21:00;114;107
1999-11-04 06:45:00;38;65
1999-11-04 06:45:00;38;65
1999-11-04 06:45:00;38;37
1999-11-04 06:45:00;38;37
1999-11-05 05:56:00;114;107
1999-11-05 05:56:00;114;107
1999-11-05 08:58:00;12;37
1999-11-05 08:58:00;12;37
1999-11-05 10:14:00;114;65
1999-11-05 10:14:00;114;65
1999-11-08 08:38:00;37;38
1999-11-08 08:38:00;37;38
1999-11-08 11:44:00;160;114
1999-11-08 11:44:00;160;114
1999-11-08 11:44:00;160;114
1999-11-14 08:46:00;38;65
1999-11-14 08:46:00;38;65
1999-11-14 08:46:00;38;37
1999-11-14 08:46:00;38;37
1999-11-15 16:05:00;107;114
1999-11-15 16:05:00;107;114
1999-11-18 06:40:00;114;65
1999-11-18 06:40:00;114;65
1999-11-18 14:07:00;114;65
1999-11-18 14:07:00;114;65
1999-11-18 14:07:00;114;65
1999-11-18 14:07:00;114;65
1999-11-19 13:35:00;114;160
1999-11-19 13:35:00;114;160
1999-11-19 13:35:00;114;160
1999-11-19 13:35:00;114;160
1999-11-19 13:45:00;114;65
1999-11-19 13:45:00;114;65
1999-11-19 13:45:00;114;65
1999-11-19 13:45:00;114;65
1999-11-19 15:48:00;114;107
1999-11-19 15:48:00;114;107
1999-11-22 03:34:00;12;37
1999-11-22 03:34:00;12;37
1999-11-22 07:42:00;34;63
1999-11-22 07:42:00;34;63
1999-11-22 07:42:00;34;146
1999-11-22 07:42:00;34;146
1999-11-24 10:22:00;65;114
1999-11-24 10:22:00;65;114
1999-11-24 10:22:00;65;114
1999-11-24 10:22:00;65;114
1999-11-24 10:22:00;65;160
1999-11-24 10:22:00;65;160
1999-11-24 10:22:00;65;160
1999-11-24 10:22:00;65;160
1999-11-24 10:24:00;65;22
1999-11-24 10:24:00;65;22
1999-11-29 06:49:00;38;65
1999-11-29 06:49:00;38;65
1999-11-29 06:49:00;38;37
1999-11-29 06:49:00;38;37
1999-11-29 10:20:00;114;65
1999-11-29 10:20:00;114;65
1999-11-29 10:20:00;114;160
1999-11-29 10:20:00;114;160
1999-11-29 10:20:00;114;160
1999-11-29 10:20:00;114;160
1999-11-29 12:23:00;37;38
1999-11-29 12:23:00;37;38
1999-11-29 13:20:00;160;114
1999-11-29 13:20:00;160;114
1999-11-29 13:20:00;160;114
1999-11-29 17:04:00;107;114
1999-11-29 17:04:00;107;114
1999-11-29 17:04:00;107;114
1999-11-30 08:40:00;114;160
1999-11-30 08:40:00;114;160
1999-12-01 05:50:00;38;65
1999-12-01 05:50:00;38;65
1999-12-01 05:50:00;38;37
1999-12-01 05:50:00;38;37
1999-12-01 05:50:00;38;12
1999-12-01 05:50:00;38;12
1999-12-02 12:18:00;37;114
1999-12-02 12:18:00;37;114
1999-12-02 13:04:00;114;37
1999-12-02 13:04:00;114;37
1999-12-03 08:44:00;12;37
1999-12-03 08:44:00;12;37
1999-12-03 10:23:00;37;12
1999-12-03 10:23:00;37;12
1999-12-03 14:58:00;114;107
1999-12-03 14:58:00;114;107
1999-12-05 10:45:00;12;37
1999-12-05 10:45:00;12;37
1999-12-07 14:27:00;37;12
1999-12-07 14:27:00;37;12
1999-12-08 09:00:00;38;146
1999-12-08 09:00:00;38;146
1999-12-08 11:55:00;114;107
1999-12-08 11:55:00;114;107
1999-12-09 05:44:00;37;107
1999-12-09 05:44:00;37;107
1999-12-10 10:05:00;17;88
1999-12-10 10:05:00;17;88
1999-12-10 10:05:00;17;88
1999-12-10 10:05:00;17;88
1999-12-10 14:28:00;34;146
1999-12-10 14:28:00;34;146
1999-12-10 14:28:00;34;146
1999-12-10 14:28:00;34;146
1999-12-10 14:28:00;34;146
1999-12-10 14:28:00;34;146
1999-12-10 14:28:00;34;73
1999-12-10 14:28:00;34;73
1999-12-10 14:28:00;34;73
1999-12-10 14:28:00;34;73
1999-12-10 14:28:00;34;73
1999-12-10 14:28:00;34;73
1999-12-13 06:45:00;17;88
1999-12-13 06:45:00;17;88
1999-12-13 06:45:00;17;88
1999-12-13 06:45:00;17;88
1999-12-13 10:31:00;38;37
1999-12-13 10:31:00;38;37
1999-12-13 10:31:00;38;12
1999-12-13 10:31:00;38;12
1999-12-13 11:32:00;39;118
1999-12-13 11:32:00;39;118
1999-12-13 11:32:00;39;118
1999-12-13 11:32:00;39;118
1999-12-14 05:29:00;146;73
1999-12-14 05:29:00;146;73
1999-12-14 05:29:00;146;73
1999-12-14 05:29:00;146;73
1999-12-14 05:29:00;146;73
1999-12-14 05:29:00;146;73
1999-12-14 05:52:00;114;65
1999-12-14 05:52:00;114;65
1999-12-14 05:52:00;114;65
1999-12-14 05:52:00;114;65
1999-12-14 05:53:00;114;65
1999-12-14 05:53:00;114;65
1999-12-14 05:53:00;114;65
1999-12-14 05:53:00;114;65
1999-12-14 05:58:00;38;21
1999-12-14 05:58:00;38;21
1999-12-14 05:58:00;38;65
1999-12-14 05:58:00;38;65
1999-12-14 05:58:00;38;37
1999-12-14 05:58:00;38;37
1999-12-14 05:58:00;38;37
1999-12-14 05:58:00;38;37
1999-12-15 05:20:00;34;146
1999-12-15 05:20:00;34;146
1999-12-15 05:20:00;34;146
1999-12-15 05:20:00;34;146
1999-12-15 05:20:00;34;146
1999-12-15 05:20:00;34;146
1999-12-15 05:20:00;34;146
1999-12-15 05:20:00;34;146
1999-12-15 05:20:00;34;73
1999-12-15 05:20:00;34;73
1999-12-15 05:20:00;34;73
1999-12-15 05:20:00;34;73
1999-12-15 05:20:00;34;73
1999-12-15 05:20:00;34;73
1999-12-15 05:20:00;34;73
1999-12-15 05:20:00;34;73
1999-12-16 05:26:00;33;158
1999-12-16 05:26:00;33;158
1999-12-16 05:26:00;33;158
1999-12-16 05:26:00;33;158
1999-12-16 12:26:00;153;5
1999-12-16 12:26:00;153;5
1999-12-16 12:26:00;153;5
1999-12-16 12:26:00;153;5
1999-12-16 14:34:00;33;158
1999-12-16 14:34:00;33;158
1999-12-16 14:34:00;33;158
1999-12-16 14:34:00;33;158
1999-12-16 14:34:00;33;158
1999-12-16 14:34:00;33;158
1999-12-16 14:50:00;38;12
1999-12-16 14:50:00;38;12
1999-12-17 05:27:00;33;158
1999-12-17 05:27:00;33;158
1999-12-17 05:27:00;33;158
1999-12-17 05:27:00;33;158
1999-12-17 05:27:00;33;158
1999-12-17 05:27:00;33;158
1999-12-17 12:28:00;33;158
1999-12-17 12:28:00;33;158
1999-12-17 12:28:00;33;158
1999-12-17 12:28:00;33;158
1999-12-17 13:55:00;153;26
1999-12-17 13:55:00;153;26
1999-12-17 13:55:00;153;26
1999-12-17 13:55:00;153;26
1999-12-17 13:55:00;153;39
1999-12-17 13:55:00;153;39
1999-12-17 13:55:00;153;39
1999-12-17 13:55:00;153;39
1999-12-17 13:55:00;153;90
1999-12-17 13:55:00;153;90
1999-12-17 13:55:00;153;90
1999-12-17 13:55:00;153;90
1999-12-19 16:45:00;82;84
1999-12-19 16:45:00;82;84
1999-12-19 16:45:00;82;84
1999-12-19 16:45:00;82;84
1999-12-19 17:27:00;33;158
1999-12-19 17:27:00;33;158
1999-12-19 17:27:00;33;158
1999-12-19 17:27:00;33;158
1999-12-19 17:27:00;33;158
1999-12-19 17:27:00;33;158
1999-12-19 18:37:00;82;51
1999-12-19 18:37:00;82;51
1999-12-19 18:37:00;82;51
1999-12-19 18:37:00;82;51
1999-12-19 18:37:00;82;51
1999-12-19 18:37:00;82;51
1999-12-19 18:37:00;82;51
1999-12-19 18:37:00;82;51
1999-12-20 03:40:00;151;161
1999-12-20 03:40:00;151;161
1999-12-20 11:29:00;151;161
1999-12-20 11:29:00;151;161
1999-12-20 15:04:00;153;5
1999-12-20 15:04:00;153;5
1999-12-20 15:04:00;153;5
1999-12-20 15:04:00;153;5
1999-12-20 15:04:00;153;82
1999-12-20 15:04:00;153;82
1999-12-20 15:04:00;153;82
1999-12-20 15:04:00;153;82
1999-12-21 07:31:00;153;5
1999-12-21 07:31:00;153;5
1999-12-21 07:31:00;153;5
1999-12-21 07:31:00;153;5
1999-12-21 07:31:00;153;82
1999-12-21 07:31:00;153;82
1999-12-21 07:31:00;153;82
1999-12-21 07:31:00;153;82
1999-12-21 08:14:00;82;51
1999-12-21 08:14:00;82;51
1999-12-21 08:14:00;82;51
1999-12-21 08:14:00;82;51
1999-12-21 10:15:00;12;37
1999-12-21 10:15:00;12;37
1999-12-21 10:15:00;12;37
1999-12-21 10:15:00;12;37
1999-12-21 14:51:00;114;38
1999-12-21 14:51:00;114;38
1999-12-21 14:51:00;114;65
1999-12-21 14:51:00;114;65
1999-12-21 14:51:00;114;160
1999-12-21 14:51:00;114;160
1999-12-22 13:00:00;114;38
1999-12-22 13:00:00;114;38
1999-12-22 13:00:00;114;65
1999-12-22 13:00:00;114;65
1999-12-22 13:00:00;114;160
1999-12-22 13:00:00;114;160
1999-12-22 14:21:00;114;65
1999-12-22 14:21:00;114;65
1999-12-22 14:21:00;114;160
1999-12-22 14:21:00;114;160
1999-12-23 07:13:00;17;157
