Sender;Recipient;EventDate;month
77;137;2010-01-04 09:43:06;1
77;123;2010-01-04 09:43:06;1
77;136;2010-01-04 09:43:06;1
77;19;2010-01-04 09:43:06;1
17;110;2010-01-04 09:46:53;1
128;8;2010-01-04 09:52:35;1
123;77;2010-01-04 09:54:04;1
14;17;2010-01-04 09:55:38;1
17;14;2010-01-04 09:56:14;1
27;86;2010-01-04 10:00:24;1
128;166;2010-01-04 10:02:09;1
103;95;2010-01-04 10:07:48;1
136;77;2010-01-04 10:09:17;1
62;133;2010-01-04 10:10:50;1
166;128;2010-01-04 10:12:20;1
128;166;2010-01-04 10:14:33;1
85;103;2010-01-04 10:14:44;1
136;133;2010-01-04 10:25:38;1
108;17;2010-01-04 10:31:29;1
110;129;2010-01-04 10:33:57;1
129;110;2010-01-04 10:36:48;1
33;45;2010-01-04 10:37:07;1
153;152;2010-01-04 10:41:48;1
128;81;2010-01-04 10:44:06;1
35;83;2010-01-04 10:47:39;1
60;103;2010-01-04 10:48:15;1
19;77;2010-01-04 10:48:21;1
135;151;2010-01-04 10:48:25;1
135;97;2010-01-04 10:48:25;1
103;60;2010-01-04 10:49:00;1
47;65;2010-01-04 10:53:50;1
153;152;2010-01-04 10:55:14;1
153;11;2010-01-04 10:55:54;1
60;83;2010-01-04 10:56:12;1
60;8;2010-01-04 10:56:12;1
60;13;2010-01-04 10:56:12;1
60;128;2010-01-04 10:56:12;1
60;67;2010-01-04 10:56:12;1
60;36;2010-01-04 10:56:12;1
60;103;2010-01-04 10:56:12;1
60;156;2010-01-04 10:56:12;1
60;132;2010-01-04 10:56:12;1
60;155;2010-01-04 10:56:12;1
60;85;2010-01-04 10:56:12;1
60;102;2010-01-04 10:56:12;1
128;81;2010-01-04 10:56:14;1
8;60;2010-01-04 10:56:23;1
103;60;2010-01-04 10:56:31;1
67;60;2010-01-04 10:56:40;1
102;60;2010-01-04 10:57:22;1
86;27;2010-01-04 10:57:31;1
41;150;2010-01-04 10:59:15;1
41;162;2010-01-04 10:59:15;1
132;60;2010-01-04 10:59:28;1
128;81;2010-01-04 11:01:46;1
36;60;2010-01-04 11:02:38;1
128;60;2010-01-04 11:02:39;1
153;11;2010-01-04 11:03:42;1
60;83;2010-01-04 11:03:45;1
60;85;2010-01-04 11:03:45;1
60;13;2010-01-04 11:03:45;1
60;128;2010-01-04 11:03:45;1
60;103;2010-01-04 11:03:45;1
60;156;2010-01-04 11:03:45;1
60;8;2010-01-04 11:03:45;1
60;67;2010-01-04 11:03:45;1
128;60;2010-01-04 11:04:05;1
150;41;2010-01-04 11:04:07;1
103;60;2010-01-04 11:04:41;1
67;60;2010-01-04 11:05:08;1
8;60;2010-01-04 11:05:10;1
11;153;2010-01-04 11:07:16;1
153;11;2010-01-04 11:07:22;1
45;126;2010-01-04 11:09:34;1
163;129;2010-01-04 11:16:03;1
163;90;2010-01-04 11:18:01;1
163;129;2010-01-04 11:18:01;1
163;18;2010-01-04 11:18:01;1
153;33;2010-01-04 11:18:05;1
153;90;2010-01-04 11:18:05;1
153;143;2010-01-04 11:18:05;1
153;130;2010-01-04 11:18:05;1
153;69;2010-01-04 11:18:05;1
153;77;2010-01-04 11:18:05;1
153;136;2010-01-04 11:18:05;1
152;153;2010-01-04 11:20:49;1
152;85;2010-01-04 11:22:34;1
118;85;2010-01-04 11:23:26;1
17;37;2010-01-04 11:24:20;1
37;17;2010-01-04 11:24:24;1
73;137;2010-01-04 11:27:02;1
73;136;2010-01-04 11:27:02;1
73;112;2010-01-04 11:27:02;1
152;121;2010-01-04 11:27:27;1
121;152;2010-01-04 11:29:06;1
130;91;2010-01-04 11:34:56;1
126;78;2010-01-04 11:35:00;1
130;91;2010-01-04 11:35:42;1
137;130;2010-01-04 11:35:47;1
137;112;2010-01-04 11:35:47;1
137;152;2010-01-04 11:35:47;1
137;118;2010-01-04 11:35:47;1
137;143;2010-01-04 11:35:47;1
137;85;2010-01-04 11:35:47;1
137;163;2010-01-04 11:35:47;1
137;148;2010-01-04 11:35:47;1
137;27;2010-01-04 11:35:47;1
137;90;2010-01-04 11:35:47;1
137;33;2010-01-04 11:35:47;1
137;136;2010-01-04 11:35:47;1
137;36;2010-01-04 11:35:47;1
137;104;2010-01-04 11:35:47;1
137;121;2010-01-04 11:35:47;1
137;113;2010-01-04 11:35:47;1
118;137;2010-01-04 11:37:20;1
81;103;2010-01-04 11:37:46;1
103;81;2010-01-04 11:37:59;1
65;90;2010-01-04 11:39:23;1
153;152;2010-01-04 11:41:22;1
121;137;2010-01-04 11:42:08;1
17;14;2010-01-04 11:42:09;1
45;82;2010-01-04 11:42:21;1
136;73;2010-01-04 11:43:05;1
136;137;2010-01-04 11:43:14;1
121;137;2010-01-04 11:44:43;1
148;137;2010-01-04 11:47:18;1
85;8;2010-01-04 11:49:09;1
162;41;2010-01-04 11:53:32;1
36;137;2010-01-04 11:53:38;1
113;137;2010-01-04 11:54:02;1
90;65;2010-01-04 11:54:24;1
117;126;2010-01-04 11:55:47;1
39;136;2010-01-04 11:57:27;1
39;136;2010-01-04 11:57:50;1
85;128;2010-01-04 11:59:14;1
128;166;2010-01-04 12:01:12;1
54;166;2010-01-04 12:03:19;1
166;128;2010-01-04 12:03:42;1
105;97;2010-01-04 12:04:48;1
128;166;2010-01-04 12:05:12;1
117;47;2010-01-04 12:05:27;1
14;17;2010-01-04 12:07:04;1
97;105;2010-01-04 12:07:32;1
81;69;2010-01-04 12:08:12;1
81;39;2010-01-04 12:08:12;1
81;97;2010-01-04 12:08:12;1
81;156;2010-01-04 12:08:12;1
81;17;2010-01-04 12:08:12;1
81;130;2010-01-04 12:08:12;1
81;86;2010-01-04 12:08:12;1
81;148;2010-01-04 12:08:12;1
81;161;2010-01-04 12:08:12;1
81;104;2010-01-04 12:08:12;1
14;148;2010-01-04 12:08:20;1
14;11;2010-01-04 12:08:20;1
14;80;2010-01-04 12:08:20;1
14;163;2010-01-04 12:08:20;1
97;81;2010-01-04 12:08:53;1
17;81;2010-01-04 12:09:05;1
80;14;2010-01-04 12:09:25;1
128;81;2010-01-04 12:09:25;1
128;56;2010-01-04 12:09:25;1
133;17;2010-01-04 12:09:48;1
17;133;2010-01-04 12:10:23;1
11;14;2010-01-04 12:10:33;1
17;133;2010-01-04 12:14:08;1
161;17;2010-01-04 12:15:09;1
62;102;2010-01-04 12:15:37;1
17;161;2010-01-04 12:16:02;1
110;163;2010-01-04 12:16:42;1
57;52;2010-01-04 12:17:42;1
148;14;2010-01-04 12:21:16;1
136;155;2010-01-04 12:21:42;1
148;161;2010-01-04 12:22:31;1
148;81;2010-01-04 12:22:44;1
155;136;2010-01-04 12:23:43;1
90;65;2010-01-04 12:25:07;1
13;60;2010-01-04 12:25:28;1
90;65;2010-01-04 12:26:18;1
13;60;2010-01-04 12:27:08;1
90;137;2010-01-04 12:28:32;1
90;161;2010-01-04 12:29:34;1
39;81;2010-01-04 12:31:02;1
102;62;2010-01-04 12:31:02;1
102;62;2010-01-04 12:32:19;1
152;137;2010-01-04 12:33:19;1
85;8;2010-01-04 12:33:55;1
163;110;2010-01-04 12:33:58;1
163;137;2010-01-04 12:33:58;1
163;14;2010-01-04 12:34:35;1
148;69;2010-01-04 12:36:15;1
148;86;2010-01-04 12:36:15;1
133;17;2010-01-04 12:36:21;1
133;17;2010-01-04 12:37:05;1
62;102;2010-01-04 12:37:35;1
17;133;2010-01-04 12:37:44;1
65;129;2010-01-04 12:38:36;1
85;98;2010-01-04 12:45:45;1
127;74;2010-01-04 12:47:54;1
155;60;2010-01-04 12:51:39;1
133;80;2010-01-04 12:52:04;1
62;80;2010-01-04 12:52:57;1
80;133;2010-01-04 12:55:10;1
47;117;2010-01-04 12:56:17;1
41;90;2010-01-04 12:56:54;1
90;41;2010-01-04 12:57:58;1
47;57;2010-01-04 12:59:29;1
13;90;2010-01-04 13:02:38;1
13;127;2010-01-04 13:02:38;1
13;74;2010-01-04 13:02:38;1
13;41;2010-01-04 13:02:38;1
166;54;2010-01-04 13:05:29;1
80;133;2010-01-04 13:12:48;1
90;135;2010-01-04 13:16:21;1
135;90;2010-01-04 13:17:34;1
133;80;2010-01-04 13:17:41;1
33;45;2010-01-04 13:19:10;1
33;137;2010-01-04 13:19:36;1
13;127;2010-01-04 13:24:00;1
13;74;2010-01-04 13:24:00;1
13;41;2010-01-04 13:24:00;1
13;90;2010-01-04 13:24:00;1
135;30;2010-01-04 13:25:18;1
54;166;2010-01-04 13:26:17;1
135;30;2010-01-04 13:29:04;1
86;148;2010-01-04 13:31:27;1
86;148;2010-01-04 13:34:10;1
86;69;2010-01-04 13:34:10;1
86;81;2010-01-04 13:34:16;1
133;80;2010-01-04 13:34:21;1
65;90;2010-01-04 13:34:40;1
65;108;2010-01-04 13:36:10;1
65;64;2010-01-04 13:36:10;1
65;57;2010-01-04 13:36:10;1
65;47;2010-01-04 13:36:10;1
65;56;2010-01-04 13:36:10;1
119;126;2010-01-04 13:36:37;1
119;126;2010-01-04 13:37:38;1
80;133;2010-01-04 13:37:44;1
119;126;2010-01-04 13:38:30;1
119;158;2010-01-04 13:38:53;1
135;30;2010-01-04 13:41:40;1
55;54;2010-01-04 13:41:56;1
112;137;2010-01-04 13:42:46;1
126;57;2010-01-04 13:49:16;1
90;65;2010-01-04 13:54:36;1
103;81;2010-01-04 13:55:40;1
103;141;2010-01-04 13:57:50;1
47;27;2010-01-04 13:57:52;1
47;126;2010-01-04 13:57:52;1
47;57;2010-01-04 13:57:52;1
47;82;2010-01-04 13:58:03;1
126;47;2010-01-04 13:58:26;1
45;137;2010-01-04 14:00:38;1
57;72;2010-01-04 14:02:07;1
54;55;2010-01-04 14:04:34;1
126;137;2010-01-04 14:08:03;1
126;45;2010-01-04 14:08:13;1
83;35;2010-01-04 14:12:31;1
126;89;2010-01-04 14:13:52;1
126;117;2010-01-04 14:13:59;1
126;119;2010-01-04 14:14:13;1
126;119;2010-01-04 14:14:19;1
126;119;2010-01-04 14:14:28;1
65;47;2010-01-04 14:17:13;1
69;81;2010-01-04 14:18:02;1
69;148;2010-01-04 14:18:26;1
72;57;2010-01-04 14:19:08;1
103;81;2010-01-04 14:19:24;1
135;97;2010-01-04 14:21:39;1
118;163;2010-01-04 14:24:51;1
14;62;2010-01-04 14:30:38;1
108;17;2010-01-04 14:34:05;1
62;14;2010-01-04 14:34:19;1
17;108;2010-01-04 14:34:38;1
135;30;2010-01-04 14:34:50;1
65;90;2010-01-04 14:37:09;1
89;126;2010-01-04 14:44:11;1
89;126;2010-01-04 14:44:44;1
156;39;2010-01-04 14:45:00;1
17;108;2010-01-04 14:46:20;1
156;60;2010-01-04 14:49:14;1
156;60;2010-01-04 14:50:01;1
85;128;2010-01-04 14:50:29;1
156;81;2010-01-04 14:53:32;1
155;36;2010-01-04 14:57:01;1
85;8;2010-01-04 14:59:19;1
36;155;2010-01-04 14:59:36;1
128;85;2010-01-04 15:00:19;1
85;8;2010-01-04 15:11:18;1
128;8;2010-01-04 15:20:04;1
140;39;2010-01-04 16:33:14;1
140;60;2010-01-04 16:35:04;1
140;56;2010-01-04 16:35:07;1
130;86;2010-01-04 19:30:23;1
17;129;2010-01-04 22:49:24;1
17;32;2010-01-04 22:49:24;1
17;97;2010-01-04 22:49:24;1
17;37;2010-01-04 22:49:24;1
17;136;2010-01-04 22:49:24;1
17;19;2010-01-04 22:49:24;1
17;148;2010-01-04 22:49:24;1
17;105;2010-01-04 22:49:24;1
17;158;2010-01-04 22:49:24;1
17;41;2010-01-04 22:49:24;1
17;133;2010-01-04 22:49:24;1
17;11;2010-01-04 22:49:24;1
17;90;2010-01-04 22:49:24;1
17;62;2010-01-04 22:49:24;1
17;146;2010-01-04 22:49:24;1
17;161;2010-01-04 22:49:24;1
39;156;2010-01-05 05:54:03;1
74;90;2010-01-05 06:14:59;1
74;127;2010-01-05 06:14:59;1
74;41;2010-01-05 06:14:59;1
65;47;2010-01-05 06:30:23;1
126;89;2010-01-05 06:40:58;1
161;81;2010-01-05 06:48:02;1
47;65;2010-01-05 06:49:25;1
145;72;2010-01-05 06:51:36;1
145;47;2010-01-05 06:52:14;1
145;60;2010-01-05 06:52:31;1
127;74;2010-01-05 06:53:42;1
143;137;2010-01-05 07:01:43;1
90;74;2010-01-05 07:05:23;1
65;47;2010-01-05 07:15:45;1
161;148;2010-01-05 07:32:50;1
136;133;2010-01-05 07:41:41;1
136;69;2010-01-05 07:41:41;1
136;86;2010-01-05 07:41:41;1
136;19;2010-01-05 07:41:41;1
136;73;2010-01-05 07:41:41;1
136;62;2010-01-05 07:41:41;1
136;36;2010-01-05 07:41:41;1
136;85;2010-01-05 07:41:41;1
136;155;2010-01-05 07:41:41;1
136;161;2010-01-05 07:41:41;1
69;136;2010-01-05 07:44:40;1
73;136;2010-01-05 07:48:12;1
35;90;2010-01-05 07:48:38;1
35;105;2010-01-05 07:48:38;1
133;136;2010-01-05 07:48:57;1
119;126;2010-01-05 07:50:37;1
117;97;2010-01-05 07:51:12;1
97;117;2010-01-05 07:52:41;1
97;117;2010-01-05 07:54:32;1
161;136;2010-01-05 07:57:32;1
90;69;2010-01-05 07:59:20;1
69;90;2010-01-05 07:59:55;1
108;17;2010-01-05 08:03:41;1
117;97;2010-01-05 08:04:41;1
19;136;2010-01-05 08:10:38;1
86;136;2010-01-05 08:11:18;1
119;90;2010-01-05 08:12:02;1
119;129;2010-01-05 08:12:02;1
86;130;2010-01-05 08:12:11;1
161;90;2010-01-05 08:16:58;1
161;83;2010-01-05 08:16:58;1
161;35;2010-01-05 08:16:58;1
130;66;2010-01-05 08:18:01;1
105;35;2010-01-05 08:21:40;1
35;161;2010-01-05 08:22:42;1
47;97;2010-01-05 08:25:16;1
83;161;2010-01-05 08:27:10;1
83;13;2010-01-05 08:27:23;1
83;60;2010-01-05 08:27:57;1
83;60;2010-01-05 08:28:09;1
36;136;2010-01-05 08:33:19;1
97;47;2010-01-05 08:38:44;1
126;119;2010-01-05 08:41:14;1
135;151;2010-01-05 08:50:42;1
152;3;2010-01-05 08:52:04;1
152;50;2010-01-05 08:52:04;1
152;56;2010-01-05 08:52:04;1
50;152;2010-01-05 08:52:18;1
82;47;2010-01-05 08:52:33;1
56;152;2010-01-05 08:56:15;1
133;136;2010-01-05 08:58:20;1
163;90;2010-01-05 08:59:05;1
47;65;2010-01-05 08:59:18;1
136;69;2010-01-05 09:01:22;1
47;152;2010-01-05 09:04:56;1
36;27;2010-01-05 09:05:23;1
47;97;2010-01-05 09:06:36;1
65;90;2010-01-05 09:10:28;1
151;135;2010-01-05 09:10:48;1
90;65;2010-01-05 09:11:16;1
8;155;2010-01-05 09:12:15;1
90;35;2010-01-05 09:13:22;1
90;161;2010-01-05 09:14:24;1
90;119;2010-01-05 09:14:24;1
83;35;2010-01-05 09:15:58;1
152;3;2010-01-05 09:16:25;1
35;83;2010-01-05 09:16:36;1
151;14;2010-01-05 09:18:22;1
97;57;2010-01-05 09:18:23;1
151;14;2010-01-05 09:18:31;1
151;14;2010-01-05 09:18:41;1
47;152;2010-01-05 09:21:48;1
117;94;2010-01-05 09:22:47;1
94;117;2010-01-05 09:23:49;1
117;47;2010-01-05 09:25:24;1
104;81;2010-01-05 09:25:39;1
104;137;2010-01-05 09:26:49;1
104;121;2010-01-05 09:30:45;1
90;97;2010-01-05 09:31:29;1
90;17;2010-01-05 09:31:29;1
33;135;2010-01-05 09:31:50;1
17;90;2010-01-05 09:31:56;1
97;90;2010-01-05 09:32:02;1
85;27;2010-01-05 09:32:52;1
69;136;2010-01-05 09:33:55;1
102;83;2010-01-05 09:34:04;1
104;94;2010-01-05 09:34:51;1
104;166;2010-01-05 09:34:51;1
41;74;2010-01-05 09:36:34;1
83;102;2010-01-05 09:38:23;1
104;126;2010-01-05 09:39:25;1
85;27;2010-01-05 09:40:22;1
104;27;2010-01-05 09:42:18;1
128;107;2010-01-05 09:42:23;1
92;84;2010-01-05 09:43:04;1
14;61;2010-01-05 09:49:43;1
85;128;2010-01-05 09:50:04;1
92;119;2010-01-05 09:51:37;1
90;83;2010-01-05 10:26:49;1
62;136;2010-01-05 10:28:01;1
84;92;2010-01-05 10:28:14;1
102;107;2010-01-05 10:30:17;1
47;117;2010-01-05 10:31:57;1
13;83;2010-01-05 10:33:52;1
77;162;2010-01-05 10:35:31;1
77;135;2010-01-05 10:35:31;1
135;77;2010-01-05 10:35:47;1
35;65;2010-01-05 10:37:37;1
162;77;2010-01-05 10:37:43;1
65;35;2010-01-05 10:39:17;1
128;166;2010-01-05 10:41:39;1
84;92;2010-01-05 10:45:40;1
92;84;2010-01-05 10:46:58;1
56;81;2010-01-05 10:54:49;1
83;90;2010-01-05 10:56:57;1
55;107;2010-01-05 11:00:03;1
103;36;2010-01-05 11:00:06;1
103;156;2010-01-05 11:00:06;1
103;107;2010-01-05 11:00:45;1
128;85;2010-01-05 11:04:48;1
62;3;2010-01-05 11:05:29;1
62;136;2010-01-05 11:05:29;1
62;133;2010-01-05 11:05:29;1
62;73;2010-01-05 11:05:29;1
62;152;2010-01-05 11:05:30;1
